"Country Name","Promedio_10_Años_Crec_pib","Efectividad gobierno","Control corrupcion","Cal Regulacion","Voz_y_Rendicion_cuentas","Promedio_10_Años_GDP_PerCap"
"Botswana",3.80882367278641,0.430828422307968,0.685792088508606,0.497434794902802,0.504056930541992,7149.57695045198
"Brazil",0.765948379243382,-0.546764314174652,-0.503643155097961,-0.29647821187973,0.382853865623474,9594.57299861341
"Brunei Darussalam",-0.266498383210064,1.4017870426178,1.27803611755371,0.97689163684845,-0.715453028678894,32654.0209850871
"Bulgaria",2.40050823026288,0.047112051397562,-0.137721657752991,0.40789669752121,0.388988107442856,9991.70585267386
"Burkina Faso",4.73696528869185,-0.826227486133575,-0.169615507125854,-0.485633552074432,-0.809887170791626,773.589229996266
"Burma",2.94431417537184,-0.0215737025093819,-0.0674616439623893,-0.0420494016605829,-1.36691832542419,15035.5656971373
"Burundi",1.50577255076105,-1.20011341571808,-1.55602598190308,-0.985730171203613,-0.0104894530560289,231.018898996878
"Cabo Verde",2.66354694953327,0.0136766647920012,0.984857201576233,0.242902502417564,0.958101332187653,4020.40202411518
"Cambodia",5.94146598409856,-0.305874288082123,-1.29921674728394,-0.684618413448334,-1.29242181777954,1913.86962638954
"Cameroon",3.86125133381269,-0.906262576580048,-1.16255974769592,-0.913473010063171,-1.0663970708847,1573.97940728601
"Canada",1.80823178422517,1.51680326461792,1.67150104045868,1.64471042156219,1.4796462059021,48409.4684996778
"Central African Republic",-1.14104231436622,-1.73500919342041,-1.31139302253723,-1.46841526031494,-1.2622481584549,434.81762712778
"Chad",1.44564776065689,-1.4791487455368,-1.48240697383881,-1.15642070770264,-1.43493866920471,726.67531547408
"Chile",2.04147585220009,0.71755576133728,0.968603789806366,0.925731718540192,1.01794922351837,14925.67596401
"China",6.14698325308409,0.679014027118683,-0.00537010468542576,-0.356507807970047,-1.50455415248871,9812.40704179193
"Colombia",3.02740231330106,-0.075877919793129,-0.309191286563873,0.101034268736839,0.205213740468025,6693.45256577038
"Comoros",2.5148169577228,-1.53510224819183,-0.990109264850616,-1.23843240737915,-0.808809578418732,1508.08201503016
"Congo, Dem. Rep.",6.05648139191117,-1.68906629085541,-1.48051190376282,-1.40857565402985,-1.21333003044128,514.270508479913
"Costa Rica",3.31001972108344,0.260196477174759,0.653749406337738,0.543547570705414,1.0699063539505,12646.6000070585
"Cote d'Ivoire",6.69601008266231,-0.359512031078339,-0.313007414340973,-0.116081379354,-0.375480622053146,2106.094196318
"Croatia",2.6634838544751,0.712653696537018,0.181928679347038,0.643900275230408,0.569745063781738,15571.6048848973
"Cuba",0.253770879198128,-0.475527822971344,-0.0550908595323563,-1.50136196613312,-1.24890899658203,10633.805453017
"Cyprus",3.42470169770893,0.73773992061615,0.332707405090332,0.778258264064789,0.974570155143738,29283.4447798295
"Czechia",2.07260502832917,1.1140114068985,0.767809867858887,1.30448853969574,1.07654917240143,23337.1893740549
"Denmark",2.19212152206725,2.01564884185791,2.37605309486389,1.83951985836029,1.66469931602478,61545.658248537
"Djibouti",5.18783788849478,-0.731475412845612,-0.780927419662476,-0.933053493499756,-1.27434647083282,2730.14308546593
"Dominica",0.618117130214901,0.260825008153915,0.544514536857605,0.308252662420273,0.786084830760956,8173.20901504104
"Dominican Republic",4.99854351676177,0.12803441286087,-0.449474930763245,0.171186909079552,0.325887054204941,7883.37351619657
"Ecuador",2.46943780401818,-0.494244992733002,-0.647337436676025,-0.718200981616974,-0.061911303550005,6167.4033227198
"Egypt, Arab Rep.",4.18834728799319,-0.239516973495483,-0.747790396213531,-0.665456295013428,-1.37938976287842,3237.14137780282
"El Salvador",2.38828537638706,0.0504390224814415,-0.561315059661865,-0.307905405759811,-0.474436670541763,4235.28526692644
"Equatorial Guinea",-4.07518907395083,-1.32034909725189,-1.57037270069122,-1.47442591190338,-1.67685103416443,8915.21321312401
"Eritrea",2.94431417537184,-1.79375612735748,-1.47526490688324,-2.36299300193787,-1.86236107349396,15035.5656971373
"Estonia",2.21631876439604,1.2634699344635,1.53812229633331,1.42964351177216,1.21992552280426,23203.9844202667
"Eswatini",2.94431417537184,-0.884958326816559,-0.73498547077179,-0.717471897602081,-1.16463816165924,3710.14314250835
"Ethiopia",8.08459130510954,-0.768662095069885,-0.465061634778976,-1.0210794210434,-1.06066715717316,797.611647081818
"Fiji",2.84233357328065,0.490778684616089,0.50627201795578,-0.0902230963110924,0.186145916581154,5365.8706909104
"Finland",0.723316115064447,1.73860657215118,2.22151660919189,1.76514935493469,1.63263607025146,48651.4386784333
"France",1.12839683361225,1.14462625980377,1.18482184410095,1.15350544452667,1.15460133552551,40793.2913361085
"Gabon",2.38809673017184,-0.779809296131134,-1.01552844047546,-0.704819560050964,-0.919151186943054,7737.2460844834
"Gambia, The",3.80766706852901,-0.590593457221985,-0.281129717826843,-0.639587819576263,-0.0410085804760456,708.637969712741
"Georgia",5.07016073747745,0.791285872459412,0.617694795131683,0.946578145027161,0.0347131341695786,5103.13007905254
"Germany",1.09106090431191,1.18541669845581,1.66416621208191,1.45697498321533,1.46138572692871,47887.5659771971
"Ghana",4.4411305620011,-0.092661589384079,-0.0990211144089699,-0.18065220117569,0.410351544618607,2129.17683067484
"Greece",1.05536623216531,0.148003026843071,0.0978469252586365,0.578935325145721,1.01216721534729,19972.981277837
"Guatemala",3.58073243453753,-0.897167265415192,-1.12161290645599,-0.290354937314987,-0.53369927406311,4435.39668156611
"Guinea",5.9607687062645,-0.907938599586487,-0.897673428058624,-1.07605743408203,-1.14505314826965,1002.4938463544
"Guinea-Bissau",4.29502140343876,-1.43258428573608,-1.1783698797226,-1.24987518787384,-0.436878204345703,777.526011997526
"Guyana",16.7308971031806,-0.294486999511719,-0.383745014667511,-0.563037872314453,0.148810401558876,8771.74490079286
"Haiti",0.38467240743948,-2.22533392906189,-1.44387412071228,-1.39060175418854,-1.17997741699219,1498.50158629213
"Honduras",3.2869639295299,-0.795222759246826,-1.11195814609528,-0.550886929035187,-0.45370152592659,2499.74951676171
"Hungary",2.97195419738555,0.372758895158768,-0.000498130626510829,0.318309366703033,0.35952889919281,16095.0860829334
"Iceland",3.66079724009154,1.55512094497681,1.55130612850189,1.28444385528564,1.44590175151825,65230.5840552416
"India",6.02012803817482,0.47511014342308,-0.366014748811722,-0.136969581246376,0.0944044888019562,1928.73502430684
"Indonesia",4.33905342149243,0.58032637834549,-0.48687219619751,0.301378756761551,0.138982817530632,3939.2803872418
"Iran, Islamic Rep.",2.32495412346995,-1.02239692211151,-1.23189043998718,-1.68747353553772,-1.45358419418335,4794.09657605345
"Ireland",7.86399518728507,1.59114551544189,1.5752888917923,1.74936389923096,1.48345601558685,79815.3518104882
"Israel",3.97294891376752,1.1453697681427,0.829359412193298,1.12179791927338,0.64426463842392,43701.932644138
"Italy",0.780383793055546,0.611036896705627,0.550129175186157,0.644031763076782,1.11553084850311,34337.1137076667
"Jamaica",0.853294575606283,0.407290458679199,-0.112082988023758,0.0980334356427193,0.56428599357605,5411.21206035195
"Japan",0.688933682531505,1.63126504421234,1.3956606388092,1.46932590007782,1.10550534725189,38235.8545411379
"Jordan",2.22793115389916,0.386213511228561,0.0886586904525757,0.217705458402634,-0.774707794189453,4173.30372060404
"Kazakhstan",3.2090909090056,0.146814674139023,-0.26659306883812,0.0659545287489891,-1.00384140014648,10399.0789979638
"Kenya",4.57571256645793,-0.303605198860168,-0.770913004875183,-0.390806585550308,-0.124170683324337,1764.74307339527
"Kiribati",4.89376063997163,-0.096573106944561,0.411750495433807,-0.278862416744232,1.08984088897705,1874.00231105083
"Korea, Dem. People's Rep.",2.94431417537184,-1.48409974575043,-1.58447635173798,-2.38633036613464,-1.97920870780945,15035.5656971373
"Korea, Rep.",2.54535360754887,1.40480732917786,0.894088566303253,1.122523188591,0.8595951795578,31251.2284432997
"Kosovo",4.26529139127688,-0.0800606161355972,-0.185286059975624,-0.295387387275696,-0.0888094082474709,4411.73209917714
"Kuwait",0.466028344123157,0.0075402706861496,0.206611827015877,0.320921540260315,-0.594156503677368,34285.0791905099
"Kyrgyz Republic",4.520599050373,-0.890727877616882,-1.22109532356262,-0.616720378398895,-0.723200380802155,1359.94729713563
"Lao PDR",5.27398931819714,-0.6432785987854,-0.973836362361908,-0.927797913551331,-1.63225436210632,2273.4393917518
"Latvia",2.35523809662399,0.696560978889465,0.698113977909088,1.17222261428833,0.993027687072754,17006.3463671744
"Lebanon",-2.32974070090212,-1.58038187026978,-1.22706246376038,-1.01446163654327,-0.654260396957397,8100.22342487665
"Lesotho",0.229491360288438,-0.953606307506561,-0.509478509426117,-0.590149462223053,0.0299380328506231,1062.89023128761
"Liberia",1.85969766866797,-1.35536432266235,-0.888349294662476,-0.923699855804443,0.0538939349353313,697.777899963087
"Lithuania",3.34861520739087,1.05012118816376,0.781545519828796,1.33804214000702,1.07111299037933,19521.8316854541
"Luxembourg",2.27620394505433,1.91421329975128,1.92665910720825,1.92906320095062,1.63266289234161,118186.153702089
"North Macedonia",2.34410035549554,-0.0513173453509808,-1.04097437858582,-0.936865150928497,0.162697300314903,NA
"Madagascar",2.79144216679245,-1.02277612686157,-1.00018215179443,-0.799546599388123,-0.319516479969025,486.981809544786
"Malawi",3.50649741041834,-0.859506547451019,-0.602811515331268,-0.772310614585876,0.0756149441003799,550.273020375663
"Malaysia",4.14423337158315,0.875369668006897,0.295621365308762,0.660894274711609,0.0876194089651108,10593.1384686496
"Maldives",6.49824517881566,-0.127973482012749,-0.396943330764771,-0.672039389610291,-0.137529924511909,10211.586992881
"Mali",4.19644031250321,-1.13859808444977,-0.861831545829773,-0.679561257362366,-1.01174712181091,797.470349695302
"Malta",6.68178153154119,0.397335052490234,0.10974658280611,0.687359094619751,0.913654506206512,31541.8809269284
"Mauritania",3.90289631640667,-0.763598620891571,-0.822652637958527,-0.997108280658722,-0.656128466129303,1790.70052868484
"Mauritius",2.75198577925069,0.710137605667114,0.453197360038757,1.06447863578796,0.615706980228424,10311.4410094419
"Mexico",1.44230390775946,-0.198361441493034,-1.02057874202728,-0.171988308429718,-0.115086063742638,10560.1564465951
"Micronesia, Fed. Sts.",0.442767225999316,0.232347309589386,0.783704280853271,-0.580112159252167,1.08513557910919,3359.61167606248
"Moldova",2.87059760578403,-0.164951995015144,-0.28033846616745,0.105498053133488,0.236791402101517,4212.81040714417
"Mongolia",4.72014574468906,-0.47153577208519,-0.492604404687881,-0.175534680485725,0.250342100858688,4307.03401261412
"Montenegro",3.27368978697151,0.247063115239143,-0.0793098732829094,0.374201148748398,0.342006295919418,8468.0913669628
"Morocco",2.60261963826706,-0.0359151102602482,-0.536348581314087,-0.0642079934477806,-0.489260077476501,3426.30770596591
"Mozambique",4.16038570238519,-0.716628909111023,-0.828437745571136,-0.708528399467468,-0.593393087387085,556.074475067112
"Namibia",1.83734763958467,0.0308966562151909,-1.21649932861328,-0.0622607916593552,0.583879411220551,4717.0895150911
"Nepal",4.29590018841768,-0.807803750038147,0.110072031617165,0.00958585739135742,-0.0231158602982759,1087.69569819148
"Netherlands",1.90530175939976,1.62553191184998,-0.50792795419693,-0.661413729190826,1.55626440048218,53908.2501874851
"New Zealand",2.80773399488378,1.5299768447876,1.86710047721863,1.79096639156342,1.68778347969055,43914.7407979012
"Nicaragua",3.12004250169053,-1.08494555950165,2.08409547805786,1.91022837162018,-1.38733541965485,2106.7833967908
"Niger",5.41651619208716,-0.640915930271149,-1.38844013214111,-0.878058850765228,-0.695484280586243,564.433068372819
"Nigeria",2.44716195366119,-0.847906708717346,-0.563843965530396,-0.816925287246704,-0.548258185386658,2235.45246245989
"Norway",1.51078263698208,1.79993534088135,-0.34861546754837,0.427339255809784,1.77725434303284,85489.962580215
"Oman",2.46690568080857,0.274613231420517,2.11352157592773,1.59752345085144,-0.959140300750732,20076.6349758041
"Pakistan",3.84865924644282,-0.577790379524231,0.215157955884933,0.434537470340729,0.547549784183502,1401.2287012089
"Panama",4.57902179253715,-0.209720730781555,-0.999357461929321,-0.901008188724518,0.00501112267374992,15231.3281924193
"Papua New Guinea",3.83972935611467,-0.802389979362488,-0.62809419631958,0.118782818317413,0.042024303227663,2618.31187608088
"Paraguay",3.31991646525795,-0.462065368890762,-0.657154023647308,-0.642708241939545,0.060481496155262,6072.61053629212
"Peru",2.61511804909787,-0.491872787475586,-1.05772292613983,-0.0789393484592438,-0.0168379731476307,6804.04569842255
"Philippines",5.02823240929533,0.154091909527779,-0.721040904521942,0.292205184698105,0.626450896263123,3201.40904315681
"Poland",3.4847610775394,0.421437799930573,-0.537639975547791,0.16425496339798,1.21128296852112,15818.4325612019
"Portugal",1.74765095605526,0.987550020217896,0.565399944782257,0.780193567276001,-0.970600128173828,22752.9731736652
"Qatar",2.05225657761996,1.19741261005402,0.696312069892883,0.755356550216675,0.503180325031281,74842.7549347489
"Romania",3.35384712089062,-0.0926659479737282,0.702209830284119,0.637854039669037,-1.2855396270752,12378.5928916088
"Russian Federation",1.09406325030981,-0.712461888790131,0.0404953435063362,0.977040886878967,-0.902328312397003,12104.4029651989
"Rwanda",6.49817636351588,0.388362646102905,-1.10467827320099,0.318900614976883,1.01960289478302,802.436201093503
"Samoa",0.994587392606308,0.492577105760574,0.671653091907501,-1.12207186222076,0.252305746078491,4125.08530473938
"Sao Tome and Principe",2.93754099574966,-0.90243524312973,0.727086067199707,0.124717451632023,-1.41669249534607,1889.30895998453
"Saudi Arabia",2.37930972860129,0.796441078186035,0.360224694013596,-0.270534545183182,0.133976578712463,26869.5294689506
"Senegal",5.08053883343267,0.0696751922369003,0.536042988300323,0.517070889472961,-0.0550001598894596,1439.46300200467
"Serbia",2.55988063494178,0.00763431889936328,0.0578322261571884,-0.345079481601715,0.556410670280457,7970.63922664408
"Seychelles",4.60980694269817,0.624744176864624,-0.447204262018204,0.137915700674057,-0.296392291784286,16458.4100400432
"Sierra Leone",3.6264015303816,NA,NA,NA,NA,899.793168165844
"Singapore",3.22070818152454,2.31747198104858,-0.574557840824127,-1.06417989730835,-0.0654119327664375,66853.943889556
"Slovak Republic",2.2471101599518,0.229512304067612,2.04018402099609,2.30859136581421,0.912476003170013,19499.5134287929
"Slovenia",2.68563605231648,1.03929400444031,0.292565286159515,0.601919114589691,1.07909941673279,25451.2567765171
"Solomon Islands",2.35392716503861,-0.733603537082672,0.776647090911865,0.731421768665314,0.340079069137573,2109.74054957075
"South Africa",0.932405037809964,-0.256946682929993,-1.73283362388611,-1.87981820106506,0.744892179965973,6453.4588014228
"Spain",1.71998795603156,0.752065539360046,0.629368722438812,0.693764328956604,1.19472968578339,29291.3645270725
"Sri Lanka",1.65252244435486,-0.25227889418602,-0.383976995944977,-0.507761836051941,-0.231143683195114,3980.26899321413
"St. Lucia",1.67697699569061,0.0738346204161644,0.54412841796875,0.3971788585186,0.862668752670288,10990.279135123
"St. Vincent and the Grenadines",2.37441763965418,0.0738346204161644,0.737308144569397,0.317606389522552,0.831284880638123,8298.13009518261
"Sudan",-1.70211781160597,-1.97706210613251,-1.50206708908081,-1.6031391620636,-1.60484826564789,1060.61542302912
"Suriname",-0.992604387669234,-0.967238128185272,-0.404351592063904,-0.728055536746979,0.353224784135818,6665.26266690409
"Eswatini",2.19253700470053,-0.884958326816559,-0.73498547077179,-0.717471897602081,-1.16463816165924,3710.14314250835
"Sweden",1.95926542137155,1.60138332843781,2.0282461643219,1.71801710128784,1.57483160495758,55213.150117803
"Switzerland",1.79591965863523,2.13492703437805,2.02199912071228,1.72938001155853,1.66502690315247,87794.2949817631
"Tajikistan",7.20175485882487,-0.772318005561829,-1.37873339653015,-1.17822289466858,-1.63467013835907,939.471538535233
"Tanzania",5.50191178370054,-0.455080926418304,-0.319897323846817,-0.588394701480865,-0.533726751804352,1060.06008078835
"Thailand",1.87494985420139,0.171705812215805,-0.489050775766373,0.158257782459259,-0.450371354818344,6599.57949317346
"Timor-Leste",2.91069216548066,-0.841954410076141,-0.22670416533947,-0.487927585840225,0.433426916599274,1572.17494589997
"Togo",5.00154983596789,-0.578052043914795,-0.619174957275391,-0.493230193853378,-0.782707870006561,850.324267799425
"Tonga",1.50708515644505,-0.115239478647709,-0.308315753936768,-0.393207430839539,0.870985329151154,5664.11529031958
"Trinidad and Tobago",-1.20423531504063,-0.0436432547867298,-0.374148547649384,-0.130735039710999,0.620708882808685,19038.4179628296
"Tunisia",1.13571499143652,-0.300515085458755,-0.341899782419205,-0.6191326379776,-0.21289698779583,3868.86933337929
"Turkiye",5.28278640654993,-0.247911587357521,-0.50248908996582,-0.229510217905045,-0.860576987266541,10764.1263003508
"Turkmenistan",6.98183250600656,-1.2064995765686,-1.42362427711487,-2.06809759140015,-1.88326275348663,6713.14956106968
"Uganda",4.63172993424094,-0.549508571624756,0.646379947662354,-0.517365336418152,-0.695845246315002,854.849739134587
"Ukraine",-2.91446079934545,-0.357320100069046,-1.04257476329803,-0.266427397727966,-0.100543133914471,NA
"United Arab Emirates",3.2048138450114,1.60428190231323,-0.686146318912506,1.04239141941071,-1.0949410200119,45456.534780973
"United Kingdom",1.66212827164241,1.16114270687103,1.07366383075714,1.53656673431396,1.26162397861481,44159.3038698985
"United States",2.42786906079677,1.21720099449158,1.48091387748718,1.39373278617859,0.877519071102142,64511.195056129
"Uruguay",1.45698710913086,0.850249707698822,1.12343263626099,0.675111055374146,1.28379380702972,18610.124359831
"Uzbekistan",5.99513564088519,-0.283767521381378,1.57394731044769,-0.576817333698273,-1.30965662002563,2400.32435475102
"Vanuatu",1.69986108416521,-0.568605482578278,-0.807529330253601,-0.119526423513889,0.627497434616089,3097.18001509879
"Venezuela, RB",2.09345911640365,-1.599200963974,-0.0148651544004679,-2.02624750137329,-1.5313206911087,14881.2043051562
"Viet Nam",6.00058763944291,0.126466900110245,-1.69000518321991,-0.382607728242874,-1.24185371398926,3224.95989809749
"Zambia",3.58699924342943,-0.658970057964325,-0.477706879377365,-0.49810004234314,-0.0479462631046772,1375.10685436653
"Zimbabwe",2.04460210831179,-1.17033493518829,-1.26121604442596,-1.33835864067078,-1.09263300895691,1871.24573817589
